Name,DSPshort,DSPlong
NGC2138,"eF, S, R","extremely faint, small, round"
NGC2139,"F, S","faint, small"
NGC214,"pF, pS, gvlbM, r","pretty faint, pretty small, gradually a very little brighter middle, mottled but not resolved"
NGC2140,"pF, pS, iR, bM","pretty faint, pretty small, irregularly round, brighter middle"
NGC2141,"F, pS, dif (Sw not found)",
NGC2142,"* (3 Monoc) inv in pL, F, neb",
NGC2143,"Cl, L, pRi, vlC, st 10","a cluster, large, pretty rich, very little compressed, stars of 10th magnitude"
NGC2144,"F, pS, iR, bM","faint, pretty small, irregularly round, brighter middle"
NGC2145,"F, lE, r","faint, a little extended, mottled but not resolved"
NGC2146,"pB, 2' l, lE","pretty bright, 2 arcmin long, a little extended"
NGC2147,"eF, S, R, bM","extremely faint, small, round, brighter middle"
NGC2148,"eF, S, R, * 12 v nr",
NGC2149,"F, * 12 inv","faint, 12th magnitude star involved"
NGC215,"F, S, R, am st, f of 2","faint, small, round, among stars, eastern of 2"
NGC2150,"F, vS, R, vsmbM, stellar","faint, very small, round, very suddenly much brighter middle, stellar"
NGC2151,"F, pS, R, bM","faint, pretty small, round, brighter middle"
NGC2152,"eeF, R, * 15 att","most extremely faint, round, 15th magnitude star attached"
NGC2153,"eeF, lE, * 16 att","most extremely faint, a little extended, 16th magnitude star attached"
NGC2154,"F, pL, R, vglbM","faint, pretty large, round, very gradually a little brighter middle"
NGC2155,"F, pL, R, vglbM","faint, pretty large, round, very gradually a little brighter middle"
NGC2156,"pB, S, R, gbM, 1st of 3","pretty bright, small, round, gradually brighter middle, 1st of 3"
NGC2157,"globular, vB, S, R, vgvmbM, rr","a globular cluster, very bright, small, round, very gradually very much brighter middle, partially resolved (some stars seen)"
NGC2158,"Cl, pS, mC, vRi, irr Δ, st eS","a cluster, pretty small, much compressed, very rich, irregular triangle, stars extremely small (faint)"
NGC2159,"pF, S, R, gbM, * 15 att nf",
NGC216,"eF, vS, lE","extremely faint, very small, a little extended"
NGC2160,"pF, pS, R, gbM","pretty faint, pretty small, round, gradually brighter middle"
NGC2161,"F, pL, R, gpmbM","faint, pretty large, round, gradually pretty much brighter middle"
NGC2162,"F, pL, R, vglbM","faint, pretty large, round, very gradually a little brighter middle"
NGC2163,"eF, E, dif, * 11 att s",
NGC2164,"globular, vB, R, mCM, rr","a globular cluster, very bright, round, much compressed middle, partially resolved (some stars seen)"
NGC2165,"Cl, pL, poor, st 11","a cluster, pretty large, poor, stars of 11th magnitude"
NGC2166,"F, S, R, gbM","faint, small, round, gradually brighter middle"
NGC2167,"Nebulous * 7, am 3 st","nebulous 7th magnitude star, among 3 stars"
NGC2168,"Cl, vL, cRi, pC, st 9...16",
NGC2169,"Cl, S, lRi, pmC, ** Σ 848",
NGC217,"F, S, lE 90°, glbM","faint, small, a little extended 90°, gradually a little brighter middle"
NGC2170,"* 9 in vF, pL neb, E 170°",
NGC2171,"eF, L, R, glbM","extremely faint, large, round, gradually a little brighter middle"
NGC2172,"F, cL, R, lbM","faint, considerably large, round, a little brighter middle"
NGC2173,"pF, pL, R, gmbM","pretty faint, pretty large, round, gradually much brighter middle"
NGC2174,"eF, bet 3 vF st","extremely faint, between 3 very faint stars"
NGC2175,* 8 m in neb (Auw No 21),8th-magnitude star in nebulosity
NGC2176,"eeF, pL, R, gbM","most extremely faint, pretty large, round, gradually brighter middle"
NGC2177,"F, vS, iR, lbM, r","faint, very small, irregularly round, a little brighter middle, mottled but not resolved"
NGC2178,"eF, vS, R","extremely faint, very small, round"
NGC2179,"F, pS, vmE, glbM","faint, pretty small, very much extended, gradually a little brighter middle"
NGC218,"eF, vS, R, gbM","extremely faint, very small, round, gradually brighter middle"
NGC2180,"Cl, pRi, lC, st L and S","a cluster, pretty rich, a little compressed, stars large and small"
NGC2181,"vF, S, R","very faint, small, round"
NGC2182,"pB **, L * neb, E 90° ±",
NGC2183,"eF, S, lE, * 11·12 sp",
NGC2184,"Cl, L, vlC","a cluster, large, very little compressed"
NGC2185,"* 11 and 4 S st in vF, L neb",
NGC2186,"Cl, pL, pRi, pC, st L and S","a cluster, pretty large, pretty rich, pretty compressed, stars large and small"
NGC2187,"pB, pS, R, gbM, vF, R, glbM, D neb 12°.5",
NGC2188,"pF, pL, vmE, gvlbM","pretty faint, pretty large, very much extended, gradually a very little brighter middle"
NGC2189,2 clusters nr 2 st 9·10 & 10·11,
NGC219,"F, S, R, * 11 sp 1'","faint, small, round, 11th magnitude star 1 arcmin to southwest"
NGC2190,"vF, pL, R, glbM","very faint, pretty large, round, gradually a little brighter middle"
NGC2191,"pB, vS, E, vsbM, * 9 p 5s",
NGC2192,"Cl, cL, C, iF, st vS","a cluster, considerably large, compressed, irregular figure, stars very small"
NGC2193,"F, iF, glbM, 2 or 3 st inv","faint, irregular figure, gradually a little brighter middle, 2 or 3 stars involved"
NGC2194,"Cl, L, Ri, gvmCM",
NGC2195,"F, S, 2 S st inv, * 10 n 31""",
NGC2196,"pF, pS, vlE, pmbM, st nr","pretty faint, pretty small, very little extended, pretty much brighter middle, star near"
NGC2197,"vF, pS, R, gbM","very faint, pretty small, round, gradually brighter middle"
NGC2198,"Cl, bet 2 st 9·10 and 10·11",
NGC2199,"F, vS, R, bM","faint, very small, round, brighter middle"
NGC22,"vF, pS, R, lbM, r","very faint, pretty small, round, a little brighter middle, mottled but not resolved"
NGC220,"F, iR, vgbM, 1st of several","faint, irregularly round, very gradually brighter middle, 1st of several"
NGC2200,"eF, pS, R, vlbM, ? 134° PD",
NGC2201,"eF, S, R, pslbM, ? 134° PD",
NGC2202,** Chief of Cl,
NGC2203,"pB, pL, iR, vgpmbM, r","pretty bright, pretty large, irregularly round, very gradually pretty much brighter middle, mottled but not resolved"
NGC2204,"Cl, L, pRi, lC","a cluster, large, pretty rich, a little compressed"
NGC2205,"pF, S, R, bM","pretty faint, small, round, brighter middle"
NGC2206,"F, pS, vlE, pslbM","faint, pretty small, very little extended, pretty suddenly a little brighter middle"
NGC2207,"pB, pL, mE 87°, pslbMRN",
NGC2208,"pF, pS, lE","pretty faint, pretty small, a little extended"
NGC2209,"vF, cL, R, gvlbM","very faint, considerably large, round, gradually a very little brighter middle"
NGC221,"! vvB, L, R, psmbMN","a remarkable object, very very bright, large, round, pretty suddenly much brighter middle and nucleus"
NGC2210,"vB, pL, R, mbM, r","very bright, pretty large, round, much brighter middle, mottled but not resolved"
NGC2211,"vF, pS, E 45°, bMN","very faint, pretty small, extended 45°, brighter middle and nucleus"
NGC2212,"eF, vS, R, in field with last","extremely faint, very small, round, in field with last"
NGC2213,"vF, S, R, glbM, *** P",
NGC2214,"B, pS, lE, gbM, rrr","bright, pretty small, a little extended, gradually brighter middle, clearly consisting of stars"
NGC2215,"Cl, cL, pRi, pC, st 11…15","a cluster, considerably large, pretty rich, pretty compressed, stars from 11th to 15th magnitude"
NGC2216,"vF, pL, R, vglbM","very faint, pretty large, round, very gradually a little brighter middle"
NGC2217,"vB, S, R, psmbM, r","very bright, small, round, pretty suddenly much brighter middle, mottled but not resolved"
NGC2218,"F, Cl (Auwers No 22)",faint cluster (Auwers No. 22)
NGC2219,"Cl, P, vlC, st 6, 11…12",
NGC222,"vF, R, 2nd of several","very faint, round, 2nd of several"
NGC2220,"Cl, B, P, st 8…","a cluster, bright, poor, stars from 8th magnitude"
NGC2221,"vF, lE, vgbM, p of 2","very faint, a little extended, very gradually brighter middle, western of 2"
NGC2222,"vF, lE, vgvlbM, f of 2","very faint, a little extended, very gradually a very little brighter middle, eastern of 2"
NGC2223,"F, pL, R, vglbM, 2 st inv","faint, pretty large, round, very gradually a little brighter middle, 2 stars involved"
NGC2224,"Cl, pC, with neb?",
NGC2225,"Cl, P, lCM, st 12…15","a cluster, poor, a little compressed middle, stars from 12th to 15th magnitude"
NGC2226,"S, v diffic, * 10 close s",
NGC2227,"eF, R, ** p 270°, 90""",
NGC2228,"F, S, R, glbM","faint, small, round, gradually a little brighter middle"
NGC2229,"eF, vS, R, 1st of 3","extremely faint, very small, round, 1st of 3"
NGC223,"vF, pS, R","very faint, pretty small, round"
NGC2230,"eF, S, lE, 2nd of 3","extremely faint, small, a little extended, 2nd of 3"
NGC2231,"F, pL, R, gvlbM, ** f","faint, pretty large, round, gradually a very little brighter middle, double star to east"
NGC2232,B * (10 Monoc) + CL,
NGC2233,"eF, S, 3rd of 3","extremely faint, small, 3rd of 3"
NGC2234,"Cl, eL, pRi, lC, st L & S","a cluster, extremely large, pretty rich, a little compressed, stars large and small"
NGC2235,"vF, S, R, * 12 nr","very faint, small, round, 12th magnitude star near"
NGC2236,"Cl, pRi, pC, st 10, 12…15",
NGC2237,"pB, vvL, dif (? = 5361)",
NGC2238,S * in nebulosity,
NGC2239,"* 8 in L, P, B Cl","8th-magnitude star in a large, poor, bright cluster"
NGC224,"!!! eeB, eL, vmE (Andromeda)","a magnificent object, most extremely bright, extremely large, very much extended (Andromeda)"
NGC2240,"Cl, pL, P, vlC, st 7, 10…15",
NGC2241,"vF, pL, R, glbM","very faint, pretty large, round, gradually a little brighter middle"
NGC2242,"eeF, vS, R, F * nf","most extremely faint, very small, round, faint star to northeast"
NGC2243,"pB, cL, R, vglbM, 4'",
NGC2244,"Cl, beautiful, st sc (12 Monoc)",
NGC2245,"pL, com, mbN sf alm *, * 7·8 nf",
NGC2246,"eeF, L, irrR, e diffic","most extremely faint, large, irregularly round, extremely difficult"
NGC2247,"Neb * in eF, eL neby, nf IV 3",
NGC2248,Small cluster (Auw 23),
NGC2249,"pB, pL, R, vgbM, ** p","pretty bright, pretty large, round, very gradually brighter middle, double star to west"
NGC225,"Cl, L, lC, st 9…10","a cluster, large, a little compressed, stars from 9th to 10th magnitude"
NGC2250,"Cl, pRi, lC, iF, st 8, 12…14",
NGC2251,"Cl, vL, E, Ri, lC","a cluster, very large, extended, rich, a little compressed"
NGC2252,"Cl, vL, pRi, lC, st S","a cluster, very large, pretty rich, a little compressed, stars small (faint)"
NGC2253,"vF, st eS","very faint, stars extremely small (faint)"
NGC2254,"Cl, S, pC, iF, st 11…13","a cluster, small, pretty compressed, irregular figure, stars from 11th to 13th magnitude"
NGC2255,"eF, S, lE, vlbM","extremely faint, small, a little extended, very little brighter middle"
NGC2256,"F, R, * 9.5 3' sf",
NGC2257,"F, cL, R, vglbM, r, 17s.0 d","faint, considerably large, round, very gradually a little brighter middle, mottled but not resolved, 17.0 seconds of time diameter"
NGC2258,"F, 2 st 10·11 f",
NGC2259,"Cl, cRi, eC, iF, st eS","a cluster, considerably rich, extremely compressed, irregular figure, stars extremely small (faint)"
NGC226,"eF, S, R, * 13 s 20""","extremely faint, small, round, 13th magnitude star 20 arcsec to south"
NGC2260,"Cl, vL, P, vlC, st L & S","a cluster, very large, poor, very little compressed, stars large and small"
NGC2261,"B, vmE 330°, N com = * 11",
NGC2262,"Cl, vC, iR, bM, st eS","a cluster, very compressed, irregularly round, brighter middle, stars extremely small (faint)"
NGC2263,"pF, lE, bet 2 vS st, pslbM","pretty faint, a little extended, between 2 very small (faint) stars, pretty suddenly a little brighter middle"
NGC2264,"15 Monoc, Cl, **, ? Neb",
NGC2265,"Cl, P, 30 or 40 st 12…13",
NGC2266,"Cl, pS, eC, Ri, st 11…15","a cluster, pretty small, extremely compressed, rich, stars from 11th to 15th magnitude"
NGC2267,"pB, S, R, 2 or 3 st v nr",
NGC2268,"pF, pL, lE","pretty faint, pretty large, a little extended"
NGC2269,"Cl, vmC, not Ri, st vS","a cluster, very much compressed, not rich, stars very small"
NGC227,"F, pL, lbM","faint, pretty large, a little brighter middle"
NGC2270,"Cl, lC, not Ri","a cluster, a little compressed, not rich"
NGC2271,"pF, S, R, gbM, am st","pretty faint, small, round, gradually brighter middle, among stars"
NGC2272,"pF, pS, vlE, bM, r","pretty faint, pretty small, very little extended, brighter middle, mottled but not resolved"
NGC2273,"F, S, iR, r?","faint, small, irregularly round, mottled but not resolved?"
NGC2274,"F, S, bM","faint, small, brighter middle"
NGC2275,"eF, vS","extremely faint, very small"
NGC2276,"F, 60"", lbM",
NGC2277,"Cl, vS, lRi","cluster, very small, a little rich"
NGC2278,"vF, vS","very faint, very small"
NGC2279,"vF, vS, stellar Nucl","very faint, very small, stellar nucleus"
NGC228,"eF, S, R, fainter of 2","extremely faint, small, round, fainter of 2"
NGC2280,"pF, pL, lE, gbM","pretty faint, pretty large, a little extended, gradually brighter middle"
NGC2281,"Cl, pRi, vlC, st pL","cluster, pretty rich, very little compressed, stars pretty large"
NGC2282,"* 10 in F, R neby","10th magnitude star in faint, round nebulosity"
NGC2283,3 or 4 S st + neb,
NGC2284,"F, r","faint, mottled but not resolved"
NGC2285,"eF, eS, r ?","extremely faint, extremely small, mottled but not resolved?"
NGC2286,"Cl, L, C, ab 100 st 9…15",
NGC2287,"Cl, vL, B, lC, st 8…","cluster, very large, bright, a little compressed, stars from 8th magnitude"
NGC2288,"cF, S, R, (β of Lord R's diag)",
NGC2289,"eF, vS, (= γ)",
NGC229,"vF, S, R, smaller of 2","very faint, small, round, smaller of 2"
NGC2290,"F, S, gbM (= α)",
NGC2291,"eF, vS, (= δ)",
NGC2292,"eF, R, gbM, D neb, am st","extremely faint, round, gradually brighter middle, double nebula, among stars"
NGC2293,"pB, R, gbM, D neb, am st","pretty bright, round, gradually brighter middle, double nebula, among stars"
NGC2294,"eeF, (ε of Lord R's diag)",
NGC2295,"eF, S, R, bet st, D neb p",
NGC2296,"vF, vS, R","very faint, very small, round"
NGC2297,"vF, S, R, vglbM","very faint, small, round, very gradually a little brighter middle"
NGC2298,"globular, B, pL, iR, gbM, rr","a globular cluster, bright, pretty large, irregularly round, gradually brighter middle, partially resolved (some stars seen)"
NGC2299,Cl of 30 or 40 st,
NGC23,3 S st + neb,3 small stars plus nebulosity
NGC230,"eF, eS, R, bMN","extremely faint, extremely small, round, brighter middle and nucleus"
NGC2300,"pB, pL, lE, bM","pretty bright, pretty large, a little extended, brighter middle"
NGC2301,"Cl, Ri, L, iF, st L & S","a cluster, rich, large, irregular figure, stars large and small"
NGC2302,"Cl, L, P, lC","a cluster, large, poor, a little compressed"
NGC2303,"eF, vS, R, sev st nr","extremely faint, very small, round, several stars near"
NGC2304,"Cl, pL, Ri, mC, st vS","a cluster, pretty large, rich, much compressed, stars very small"
NGC2305,"vF, vS, R, 2 st Δ","very faint, very small, round, making a triangle with 2 stars"
NGC2306,"Cl, P, vlC","a cluster, poor, very little compressed"
NGC2307,"vF, pS, vlE 90°","very faint, pretty small, very little extended 90°"
NGC2308,"eF, vS, vF * inv","extremely faint, very small, very faint star involved"
NGC2309,"Cl, pL, pRi, mC, st 13","a cluster, pretty large, pretty rich, much compressed, stars of 13th magnitude"
NGC231,i train of st and neb,an irregular train of stars and nebulae
NGC2310,"pB, pL, vmE 45°, pslbM","pretty bright, pretty large, very much extended 45°, pretty suddenly a little brighter middle"
NGC2311,"Cl, lC, not Ri","a cluster, a little compressed, not rich"
NGC2312,"Cl, P","a cluster, poor"
NGC2313,"F, vS, R","faint, very small, round"
NGC2314,"vF, S, R","very faint, small, round"
NGC2315,eF,extremely faint
