0123-392    3524  OXN w nubs, F blobs in lens, vFvmE corona. Poss (R)?          
0123-394    3524  OXN and bar, pB (r): 0.8 x 0.35; vFE corona. 3 gal 2' s.      
0124-235    2653  OXN, short bar, (r'): 0.55 x 0.4, thin pat arms w many knots. 
0124-235    2653    Sev comp near.                                              
0124-256    2653  pB knotty bar, vF arms.                                       
0124-377    3570  OXN, F lens, vFmE corona (w loop?). Sev comp near.            
0124-389    3524  OXN, dist lens and corona, vF eccentric (R): 1.9 x 1.5 w vB   
0124-389    3524    knot or F comp sup.                                         
0126-362    3596  OXN, F (r): 0.8 x 0.4 in pB lens, vFE corona (with R??).      
0127-426    1761r OX w loops and plumes. P(c)?                                  
0127-429    1761r vSOXN, (r): 0.25 x 0.22, thin knotty arms.                    
0127-534    3768  FN, short bar, pat arms, eF env. F comp 0.55 sp.              
0127-617    1870  OXN; asym corona. F * sup 0.2 s. E4pec 1.2 sp.                
0128-270     859  SBN, pB (r): 0.45 x 0.3. * 0.6 np.                            
0128-270    2653  OXN, B bar, v pat (r): 0.5 x 0.3; pat arms w sev B knots.     
0128-270    2653    * sup 0.7 np. 1st in grp.                                   
0128-333    3596  OXN, 2 "jets", dist arms.                                     
0128-380    3587  OX bar, B dist arms. 1st in grp.                              
0128-416    3524  OXN, frshrtnd bar(?), (r): 0.55 x 0.25, F (R): 0.8 x 0.8. S   
0128-416    3524    S0sp 3.0 np.                                                
0128-514    1851  vSBN, bar(?), poss (r): 0.3 x 0.2, knotty arms. Sup on cl. S  
0128-514    1851    comp 0.7 sf.                                                
0129-334    3596  OXN and bar, vB (r): 0.5 x 0.4, F arms w knots. Sup on grp.   
0130-389    3524  OXN and bar, sim to N4303, N4321. Sb?sp 1.8 sff.              
0130-419    3524  OX elong N, vF pat (R): 1.4 x 0.9. In a grp.                  
0131-346    3596  OX, thick arms. IB(s)m IV 3.4 ssf.                            
0132-364    3596  OXN, thick smo arms. Stage uncertain.                         
0132-389    3587  OXN w nubs, F corona. 1st in grp. Comp sup 0.6 nff.           
0132-797    2551  pB bar, v knotty arms. Sim to N7059.                          
0133-330    3596  OXN, trace of (r?) in pF lens. eFmE corona. 1st in grp.       
0133-396    3524  OXN and bar, (r'): 0.6 x 0.45, smo arms. P(a) w N630 1.9 nf.  
0134-366    3596  OXN, vB dist inner arms. Sc II-III 5.8 nf.                    
0134-428    3524  (r'): 0.55 x -.                                               
0134-428    1761r OX bar, pat arms w knots. lsb dwarf 1.0 sf.                   
0134-854    2563  OXN, B bar, incomp (r): 0.6 x 0.4. Arms form (R'): 1.2 x 1.0. 
0134-854    2565  OXN, pB bar, incomp (r): 0.7 x 0.45, F (R): 1.2 x 1.0. eF     
0134-854    2565    corona.                                                     
0135-403    3587  OXN, sim to N4631. 2nd in grp. * sup 0.9 nf.                  
0135-429    1761r OXN (bar??), F smo arms. F gal 0.9 n.                         
0135-543    3768  OXN w dust patches, vF env. Class, dim hindered by B * 0.35 n.
0135-628    1748  OXN, B lens, FE corona. 1st in grp. 2 comp near.              
0136-321    3596  SOXN, hexag (r): 0.4 x 0.3, vF corona w knots.                
0136-339    3596  OXN, vB dist arms. * 1.0 n.                                   
0136-403    3587  OXN w dark lane. 1st in grp, many comp near.                  
0136-436A,B 1761r P(b) at 0.8, both OXN. Bridge and plumes. * sup on comp B     
0136-436A,B 1761r   0.08 s.                                                     
0136-471    1851  OXN and bar(?), poss (r): 0.55 x -; arms form (R'): 1.0 x     
0136-471    1851    0.55. Brtst in grp.                                         
0136-471    3493  Arms form (R'): 1.0 x 0.55.                                   
0136-496    1851  OXN, pB lens, vFmE corona. SB(rs)0+ 7.1 sf.                   
0136-806    2551  IAB(s)m V 4.4 np.                                             
0137-283     859  SB knot 0.3 sf, (R'): 1.7 x 0.2. SA(rs)cd w vBN 4.7 nnp.      
0137-468    1761r OXN w traces of dust arcs in pB lens. (R') in vF corona??     
0137-468    1761r   S S0o 3.8 sp.                                               
0137-472    1851  Frshrtnd OX bar, (r?): 0.55 x -; sim to N4866.                
0137-474    1851  Sim to N891. In grp.                                          
0138-321    3596  OX. Sim to N4111.                                             
0138-361    3596  OXN. P(c)? eF plume to f.                                     
0138-389    3587  OXN, pF thin arms w sev B knots, eFmE env. Comp 1.5 np.       
0138-415    3587  pB bar, sev knots on F arms, vFmE env.                        
0139-465    1761r OXN and bar, pF arms form (R'): 0.7 x 0.7; vF env.            
0140-185    4493r OXN and bar, B (r): 0.5 x 0.15, (R) (or (R')): 0.95 x 0.45.   
0140-185    4493r   S I:Bm: 4.0 nnf.                                            
0140-478    1851  OXN and bar, B (r): 0.4 x 0.18, arms form (R'): 0.8 x 0.5. Ssp
0140-478    1851    1.1 np.                                                     
0140-836    2563  B bar, F outer arms, bet 2 pB *. Lrgst of grp.                
0140-836    2565  Dusty bar, dist arms. Bet 2 *. In grp.                        
0141-340    3596  OX rectang N w jets; knots in vFmE corona. Sev comp near.     
0141-345A   3596  OX bar, vF (r'): 1.0 x 0.65. I1724 (which see) 2.7 sp.        
0141-345B   3596  OXN, pB p smo arms. S0sp comp 2.4 sf.                         
0141-363    3596  OXN, sev comp on dist (R): 1.0 x 0.7.                         
0142-364    3596  OXN, vF arms form (R'): 1.1 x 0.5.                            
0142-409    3587  OXN, sev knots on F arms. 1st in grp.                         
0143-421    3493  B dif N, B (r): 0.55 x 0.4, ill-def arms.                     
0143-421    3587  Incomp (r).                                                   
0143-782    2551  lsb dwarf. B knot (or gal??) 0.4 np. P w 0145-782 5.8 nff.    
0143-782    2551    Ring gal (or defect?) 5.5 nnp.                              
0143-835    2563  OXN. Bet 2 pB *. Brtst in grp.                                
0143-835    2565  OXN (w bar??), pat arms. In grp.                              
0144-589    1813  BN and bar, chaotic knotty arms.                              
0145-614    1813  OXN, pF arms. * 0.5 npp. Sbcsp 1.2 nff.                       
0145-632     934  B bar, F pat arms, * sup 0.3 np.                              
0145-632    1740  OX bar, v pat arms, sev B knots. * sup 0.3 n.                 
0145-782    2551  Knots in corona. Sim to N2915, N5253.                         
0145-792    2551  OXN, pF dist arms. E0? sup 0.2 sp.                            
0146-491    1851  N692 10.5 n.                                                  
0146-491    1891  OXN, poss bar.                                                
0146-523    3768  OXN, dist corona. B ** 1.8 nnp. Brtst in chain of 3 in S cl.  
0146-523    3768    Sb?sp 0.65 f, Sb: 1.4 f.                                    
0147-280     847  = Haro 17. hsb, dim w long arm or jet: (1.2 x 0.6). * sup?    
0147-280     847    P(a) at 0.5 (w * bet) 2.0 s. Haro 16, Pec w tail, 7.4 np.   
0147-341    3596  pBN w v short bar, pat arms w sev vF knots.                   
0147-563    3768  OXN and bar, knotty (r): 0.45 x 0.4, (R): 1.3 x 0.8. Brtst    
0147-563    3768    in grp. SB(r)c? 5.5 sff.                                    
0148-270    3785  Dark lane at diagonal to maj axis. FmE corona. In I1729 grp.  
0148-363     832  F corona.                                                     
0148-474     938  vBN, eF arms, F (r): 1.3 x 1.2.                               
0148-474    1891  OXN w vF (R): 1.4 x 1.2.                                      
0148-565    3768  OXN. In grp.                                                  
0149-204    4493r OX elong N, trace of (r): 0.5 x -, vF knots on thin arms. 1st 
0149-204    4493r   in grp.                                                     
0149-320    3596  pFN and bar, 3 vB knots on F pat arms. Near label cutout.     
0149-364    3596  OXN, eccen (r): 0.65 x 0.5, F pat arms. Sev F comp near.      
0149-447    3493  Well-res Phoenix dwarf. No knots.                             
0149-837    2563  OX elong N, vF corona, * sup 0.3 sp.                          
0149-837    2565  OXN, 2 * sup on vF lens. eF corona confused w galc dif neb.   
0149-837    2565    In grp.                                                     
0150-491    1891  OXN, poss bar, B inner arms w B knots.                        
0150-572    3768  SBN, dust lane, knotty arms. pF * 1.0 sf. In grp.             
0151-383    3587  OXN, many eF knots on thin arms.                              
0151-498     938  B cent reg. Dark lane along minor axis.                       
0151-498    1891  OXN, dust lane perpend to maj axis; cD in grp? Many F gal     
0151-498    1891    near.                                                       
0152-263    3785  OXN, B lens w dust pat, FE corona. Sup on grp.                
0152-380    3587  OX bar, F arms w few knots form (R'): 1.0 x 0.6.              
0152-624     934  (r): 0.45 x 0.4, (R'): 1.6 x 1.5. vlsb Sm: V 9.0 sp w F       
0152-624     934    comp 0.7f.                                                  
0153-231    3785  B knot 0.6 np N; sim to N891. * 1.4 s.                        
0153-231    3799  Near plate edge.                                              
0153-231    4493r Near plate edge.                                              
0153-624    1004r vBN, (r): 0.5 x 0.5.                                          
0153-624    1813  OXN, pF (r): 0.5 x 0.45, F arms. vlsb Sm:V 9.0 sp.            
0153-785    2551  OXN, p smo arms. Many comp near. In grp.                      
0154-395    3587  OX elong N, dist lens, vFmE corona. 2nd in grp.               
0154-442    3493  Patchy, dist w long plume to QSO(?) 2.1 sp.                   
0155-383    3587  OXN, thick arms w few knots.                                  
0156-398     860  OXN, F arms. Dwarf SBm or IBm comp 2.8 nf.                    
0156-545    1882  OXN w trace of ansae; poss S0-. 2 F E comp 1.7 sp, 1.3 sf.    
0156-545    3768  OXN w thin dust lane. Sev F comp s.                           
0156-565A   3768  OXN, dist corona. Brtst of 5. Others close n. All 5: (3.7 x   
0156-565A   3768    2.0).                                                       
0156-565B   3768  OXN, 2nd brtst of 5. 1.2 nf comp A. S SB?0sp 0.3 n.           
0156-615    1813  OXN, short bar, pB (r): 0.8 x 0.65; arms form (R'): 1.5 x 1.0.
0156-615    1813    pB * 1.5 sp.                                                
0157-566    1882  BN, F arms. In grp. Sev comp 7' sp, 3' nf.                    
0157-566    3768  SBN (or * sup?), many knots on pat arms. Im:V 3.5 nff.        
0158-345A    832  P(b?) at 0.2, 2 B knots, vF loop and plume.                   
0158-345B    832  B cent part, vF env, poss S0-? 0158-345A 4.3 sp.              
0158-680    2566  OXN and bar(?); thin arms. P w N802 5.3 sp.                   
0158-786    2551  OXN, v dist E arms; brtst in grp. Many comp near.             
0158-786    2559  Short OX bar, vB short inner arms, vF smo out arms. 3-4 comp  
0158-786    2559    near. Brtst in grp.                                         
0159-252    2708  OX bar, B inner arms, vF slightly dist out arms. OX comp 0.9  
0159-252    2708    ssp. I1768 (SAB0-) 11.1 sp.                                 
0159-252    3785  OX bar, vB inner arms, F dist out arms. S comp 0.9 ssp. 2nd   
0159-252    3785    in I1768 grp.                                               
0159-289     847  BN, short bar, pat arms.                                      
0159-764    1949  pSN, eF L corona. Brtst in grp. Sev comp near.                
0159-768    2551  OXN, patchy arms; eFvmE corona or (R').                       
0200-430    3587  OXN and inner arms. F outer arms.                             
0200-512     938  3 F * sup sf.                                                 
0200-512    1891  OXN, poss (r): 0.6 x 0.45 in lens, eF corona.                 
0200-588    1813  OXN, thin arms, brtst in grp.                                 
0202-524     938  vB cent part, F lens, sim to N3311. SB0 5' nf. Grp in bckgnd. 
0202-524    1882  OXN, F lens w trace of arm. Brtst in grp; cE2 0.8 n.          
0202-524    1891  OXN, pB lens, F corona. Brtst in grp. cE1? sup 0.8 n.         
0202-611    1813  OXN, smo arms. lsb comp 3.8 sf.                               
0202-799    2551  OXN, dist knotty arms. P(b?) w 0203-799 2.5 nf.               
